kind	address	name	ghidra_type	array_size	description
MEAS	0x00010000	CsMFPN_OperatingSys.a_Checksum	byte	1	CsMFPN_OperatingSys.a_Checksum[0]
MEAS	0x00010001	CsMFPN_OperatingSys.a_Checksum[1]	byte	1	CsMFPN_OperatingSys.a_Checksum[1]
MEAS	0x00010002	CsMFPN_OperatingSys.y_ProcessorID	byte	1	CsMFPN_OperatingSys.y_ProcessorID
MEAS	0x00010003	CsMFPN_OperatingSys.y_ModuleID	byte	1	CsMFPN_OperatingSys.y_ModuleID
MEAS	0x00010004	CsMFPN_OperatingSys.y_HeaderFormatID	byte	1	CsMFPN_OperatingSys.y_HeaderFormatID
MEAS	0x00010005	CsMFPN_OperatingSys.a_PartNumber	byte	1	CsMFPN_OperatingSys.a_PartNumber[0]
MEAS	0x00010006	CsMFPN_OperatingSys.a_PartNumber[1]	byte	1	CsMFPN_OperatingSys.a_PartNumber[1]
MEAS	0x00010007	CsMFPN_OperatingSys.a_PartNumber[2]	byte	1	CsMFPN_OperatingSys.a_PartNumber[2]
MEAS	0x00010008	CsMFPN_OperatingSys.a_PartNumber[3]	byte	1	CsMFPN_OperatingSys.a_PartNumber[3]
MEAS	0x00010009	CsMFPN_OperatingSys.a_DesignLevelSuffix	byte	1	CsMFPN_OperatingSys.a_DesignLevelSuffix[0]
MEAS	0x0001000A	CsMFPN_OperatingSys.a_DesignLevelSuffix[1]	byte	1	CsMFPN_OperatingSys.a_DesignLevelSuffix[1]
MEAS	0x0001000C	CsMFPN_OperatingSys.b_CustPartNumber	word	1	CsMFPN_OperatingSys.b_CustPartNumber
MEAS	0x0001000E	CsMFPN_OperatingSys.a_PartNumberASCII	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[0]
MEAS	0x0001000F	CsMFPN_OperatingSys.a_PartNumberASCII[1]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[1]
MEAS	0x00010010	CsMFPN_OperatingSys.a_PartNumberASCII[2]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[2]
MEAS	0x00010011	CsMFPN_OperatingSys.a_PartNumberASCII[3]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[3]
MEAS	0x00010012	CsMFPN_OperatingSys.a_PartNumberASCII[4]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[4]
MEAS	0x00010013	CsMFPN_OperatingSys.a_PartNumberASCII[5]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[5]
MEAS	0x00010014	CsMFPN_OperatingSys.a_PartNumberASCII[6]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[6]
MEAS	0x00010015	CsMFPN_OperatingSys.a_PartNumberASCII[7]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[7]
MEAS	0x00010016	CsMFPN_OperatingSys.a_PartNumberASCII[8]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[8]
MEAS	0x00010017	CsMFPN_OperatingSys.a_PartNumberASCII[9]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[9]
MEAS	0x00010018	CsMFPN_OperatingSys.a_PartNumberASCII[10]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[10]
MEAS	0x00010019	CsMFPN_OperatingSys.a_PartNumberASCII[11]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[11]
MEAS	0x0001001A	CsMFPN_OperatingSys.a_PartNumberASCII[12]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[12]
MEAS	0x0001001B	CsMFPN_OperatingSys.a_PartNumberASCII[13]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[13]
MEAS	0x0001001C	CsMFPN_OperatingSys.a_PartNumberASCII[14]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[14]
MEAS	0x0001001D	CsMFPN_OperatingSys.a_PartNumberASCII[15]	byte	1	CsMFPN_OperatingSys.a_PartNumberASCII[15]
MEAS	0x0001001E	CsMFPN_OperatingSys.a_CRC16	byte	1	CsMFPN_OperatingSys.a_CRC16[0]
MEAS	0x0001001F	CsMFPN_OperatingSys.a_CRC16[1]	byte	1	CsMFPN_OperatingSys.a_CRC16[1]
MEAS	0x00010020	CsMFPN_OperatingSys.y_ChecksumBypass	byte	1	CsMFPN_OperatingSys.y_ChecksumBypass
MEAS	0x00010021	CsMFPN_OperatingSys.c_Cnt_Size	byte	1	CsMFPN_OperatingSys.c_Cnt_Size
MEAS	0x00010022	CsMFPN_OperatingSys.c_Cnt_CRC16_Size	byte	1	CsMFPN_OperatingSys.c_Cnt_CRC16_Size
MEAS	0x00010023	CsMFPN_OperatingSys.c_Cnt_Mod16_Size	byte	1	CsMFPN_OperatingSys.c_Cnt_Mod16_Size
MEAS	0x00010024	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[0]
MEAS	0x00010025	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[1]
MEAS	0x00010026	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[2]
MEAS	0x00010027	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_StartAddr[3]
MEAS	0x00010028	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[0]
MEAS	0x00010029	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[1]
MEAS	0x0001002A	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[2]
MEAS	0x0001002B	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_AddressRange[0].p_EndAddr[3]
MEAS	0x0001002C	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[0]
MEAS	0x0001002D	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[1]
MEAS	0x0001002E	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[2]
MEAS	0x0001002F	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_StartAddr[3]
MEAS	0x00010030	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[0]
MEAS	0x00010031	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[1]
MEAS	0x00010032	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[2]
MEAS	0x00010033	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[0].p_EndAddr[3]
MEAS	0x00010034	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[0]
MEAS	0x00010035	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[1]
MEAS	0x00010036	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[2]
MEAS	0x00010037	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_StartAddr[3]
MEAS	0x00010038	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[0]
MEAS	0x00010039	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[1]
MEAS	0x0001003A	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[2]
MEAS	0x0001003B	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_CRC16_AddrRange[1].p_EndAddr[3]
MEAS	0x0001003C	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[0]
MEAS	0x0001003D	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[1]
MEAS	0x0001003E	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[2]
MEAS	0x0001003F	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_StartAddr[3]
MEAS	0x00010040	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[0]
MEAS	0x00010041	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[1]
MEAS	0x00010042	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[2]
MEAS	0x00010043	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Mod16_AddrRange[0].p_EndAddr[3]
MEAS	0x00010044	CsMFPN_OperatingSys.c_Cnt_CalFNAs	byte	1	CsMFPN_OperatingSys.c_Cnt_CalFNAs
MEAS	0x00010045	CsMFPN_OperatingSys.s_Cal[0].c_Cnt_Size	byte	1	CsMFPN_OperatingSys.s_Cal[0].c_Cnt_Size
MEAS	0x00010046	CsMFPN_OperatingSys.s_Cal[0].c_Cnt_CRC16_Size	byte	1	CsMFPN_OperatingSys.s_Cal[0].c_Cnt_CRC16_Size
MEAS	0x00010047	CsMFPN_OperatingSys.s_Cal[0].c_Cnt_Mod16_Size	byte	1	CsMFPN_OperatingSys.s_Cal[0].c_Cnt_Mod16_Size
MEAS	0x00010048	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[0]
MEAS	0x00010049	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[1]
MEAS	0x0001004A	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[2]
MEAS	0x0001004B	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_StartAddr[3]
MEAS	0x0001004C	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[0]
MEAS	0x0001004D	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[1]
MEAS	0x0001004E	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[2]
MEAS	0x0001004F	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_AddressRange[0].p_EndAddr[3]
MEAS	0x00010050	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[0]
MEAS	0x00010051	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[1]
MEAS	0x00010052	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[2]
MEAS	0x00010053	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_StartAddr[3]
MEAS	0x00010054	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[0]
MEAS	0x00010055	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[1]
MEAS	0x00010056	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[2]
MEAS	0x00010057	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[0].p_EndAddr[3]
MEAS	0x00010058	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[0]
MEAS	0x00010059	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[1]
MEAS	0x0001005A	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[2]
MEAS	0x0001005B	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_StartAddr[3]
MEAS	0x0001005C	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[0]
MEAS	0x0001005D	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[1]
MEAS	0x0001005E	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[2]
MEAS	0x0001005F	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_CRC16_AddrRange[1].p_EndAddr[3]
MEAS	0x00010060	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[0]
MEAS	0x00010061	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[1]
MEAS	0x00010062	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[2]
MEAS	0x00010063	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_StartAddr[3]
MEAS	0x00010064	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[0]
MEAS	0x00010065	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[1]
MEAS	0x00010066	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[2]
MEAS	0x00010067	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[0].s_Mod16_AddrRange[0].p_EndAddr[3]
MEAS	0x00010068	CsMFPN_OperatingSys.s_Cal[1].c_Cnt_Size	byte	1	CsMFPN_OperatingSys.s_Cal[1].c_Cnt_Size
MEAS	0x00010069	CsMFPN_OperatingSys.s_Cal[1].c_Cnt_CRC16_Size	byte	1	CsMFPN_OperatingSys.s_Cal[1].c_Cnt_CRC16_Size
MEAS	0x0001006A	CsMFPN_OperatingSys.s_Cal[1].c_Cnt_Mod16_Size	byte	1	CsMFPN_OperatingSys.s_Cal[1].c_Cnt_Mod16_Size
MEAS	0x0001006B	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[0]
MEAS	0x0001006C	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[1]
MEAS	0x0001006D	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[2]
MEAS	0x0001006E	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_StartAddr[3]
MEAS	0x0001006F	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[0]
MEAS	0x00010070	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[1]
MEAS	0x00010071	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[2]
MEAS	0x00010072	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_AddressRange[0].p_EndAddr[3]
MEAS	0x00010073	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[0]
MEAS	0x00010074	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[1]
MEAS	0x00010075	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[2]
MEAS	0x00010076	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_StartAddr[3]
MEAS	0x00010077	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[0]
MEAS	0x00010078	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[1]
MEAS	0x00010079	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[2]
MEAS	0x0001007A	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[0].p_EndAddr[3]
MEAS	0x0001007B	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[0]
MEAS	0x0001007C	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[1]
MEAS	0x0001007D	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[2]
MEAS	0x0001007E	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_StartAddr[3]
MEAS	0x0001007F	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[0]
MEAS	0x00010080	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[1]
MEAS	0x00010081	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[2]
MEAS	0x00010082	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_CRC16_AddrRange[1].p_EndAddr[3]
MEAS	0x00010083	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[0]
MEAS	0x00010084	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[1]
MEAS	0x00010085	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[2]
MEAS	0x00010086	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_StartAddr[3]
MEAS	0x00010087	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[0]
MEAS	0x00010088	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[1]
MEAS	0x00010089	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[2]
MEAS	0x0001008A	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[1].s_Mod16_AddrRange[0].p_EndAddr[3]
MEAS	0x0001008B	CsMFPN_OperatingSys.s_Cal[2].c_Cnt_Size	byte	1	CsMFPN_OperatingSys.s_Cal[2].c_Cnt_Size
MEAS	0x0001008C	CsMFPN_OperatingSys.s_Cal[2].c_Cnt_CRC16_Size	byte	1	CsMFPN_OperatingSys.s_Cal[2].c_Cnt_CRC16_Size
MEAS	0x0001008D	CsMFPN_OperatingSys.s_Cal[2].c_Cnt_Mod16_Size	byte	1	CsMFPN_OperatingSys.s_Cal[2].c_Cnt_Mod16_Size
MEAS	0x0001008E	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[0]
MEAS	0x0001008F	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[1]
MEAS	0x00010090	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[2]
MEAS	0x00010091	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_StartAddr[3]
MEAS	0x00010092	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[0]
MEAS	0x00010093	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[1]	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[1]
MEAS	0x00010094	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[2]	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[2]
MEAS	0x00010095	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[3]	byte	1	CsMFPN_OperatingSys.s_Cal[2].s_AddressRange[0].p_EndAddr[3]
